id,categoria,edad,genero,estado_civil,ingreso_reportado,maximo_dias_mora,saldo_total,saldo_productos_activos,saldo_productos_pasivos,cantidad_productos_activos,cantidad_productos_pasivos,saldo_en_competencia,monto_credito,plazo_credito,calificacion_crediticia,garantia_credito,tasa_interes
337434,optima,40.0,masculino,casado,30406.0,10.0,75311.0,30411.0,44900.0,1.0,0.0,1648583.59,98000.0,62.0,2.0,fiduciaria_prendas,9.19
281719,optima,36.0,femenino,soltero,,83.0,1258637.0,1153756.0,104881.0,2.0,1.0,34976.01,934000.0,136.0,2.0,hipotecaria,7.26
131016,optima,37.0,masculino,casado,,12.0,172758.0,145796.0,26962.0,2.0,2.0,,252000.0,75.0,3.0,fiduciaria,12.63
497458,optima,38.0,femenino,soltero,,0.0,53198.0,28974.0,24224.0,3.0,1.0,651788.69,1147000.0,59.0,4.0,fiduciaria,13.17
310358,privada,66.0,masculino,soltero,148580.0,46.0,8844661.0,8011084.0,833577.0,12.0,3.0,410788.08,61000.0,23.0,2.0,autoliquidable,7.83
437121,premier,64.0,femenino,divorciado,88543.0,13.0,1335390.0,634400.0,700990.0,4.0,4.0,805523.34,97000.0,9.0,3.0,autoliquidable,8.82
461497,optima,29.0,femenino,casado,104876.0,6.0,235920.0,224926.0,10994.0,2.0,3.0,713023.69,103000.0,76.0,4.0,fiduciaria,10.65
586384,optima,48.0,femenino,casado,110610.0,33.0,625215.0,580504.0,44711.0,4.0,0.0,285054.97,253000.0,70.0,5.0,fiduciaria_prendas,8.42
864192,premier,44.0,femenino,divorciado,120078.0,2.0,1381633.0,1220817.0,160816.0,2.0,1.0,452775.28,534000.0,192.0,2.0,hipotecaria,7.41
621171,premier,43.0,masculino,casado,118072.0,121.0,1255982.0,1229651.0,26331.0,3.0,3.0,591815.76,837000.0,238.0,4.0,hipotecaria,7.05
276709,privada,50.0,femenino,casado,201580.0,18.0,2582974.0,1421778.0,1161196.0,4.0,5.0,562585.32,84000.0,15.0,2.0,autoliquidable,7.87
853488,optima,105.0,masculino,casado,97584.0,0.0,264241.0,7857.0,256384.0,5.0,1.0,627270.45,151000.0,27.0,3.0,autoliquidable,7.45
574842,premier,50.0,femenino,divorciado,88663.0,3.0,1240471.0,1117751.0,122720.0,4.0,3.0,,62000.0,70.0,2.0,fiduciaria,10.07
552147,optima,43.0,femenino,casado,138649.0,14.0,431124.0,374030.0,57094.0,2.0,3.0,17911.73,22000.0,19.0,3.0,autoliquidable,5.95
893886,optima,43.0,femenino,divorciado,49313.0,127.0,317443.0,254156.0,63287.0,3.0,1.0,310756.71,94000.0,40.0,6.0,fiduciaria,16.85
498412,premier,75.0,femenino,casado,,0.0,456394.0,269144.0,187250.0,2.0,7.0,34360.34,36000.0,14.0,2.0,autoliquidable,7.78
418548,premier,50.0,masculino,soltero,114150.0,2.0,2063509.0,1645606.0,417903.0,2.0,2.0,354781.91,243000.0,275.0,2.0,hipotecaria,6.88
587540,optima,54.0,femenino,divorciado,35618.0,26.0,135261.0,121802.0,13459.0,3.0,2.0,104874.14,43000.0,55.0,3.0,fiduciaria,18.53
916978,optima,34.0,femenino,divorciado,43192.0,55.0,526885.0,483014.0,43871.0,2.0,1.0,916881.35,27000.0,58.0,4.0,fiduciaria,16.26
708287,optima,30.0,masculino,casado,38154.0,40.0,601372.0,410323.0,191049.0,3.0,1.0,27969.84,257000.0,357.0,3.0,hipotecaria,6.65
148268,premier,59.0,masculino,soltero,,238.0,1018764.0,959196.0,59568.0,3.0,1.0,67057.32,392000.0,281.0,4.0,hipotecaria,6.32
550424,optima,38.0,masculino,casado,78765.0,7.0,195361.0,194078.0,1283.0,2.0,1.0,275529.38,148000.0,75.0,3.0,fiduciaria_prendas,8.68
341768,optima,49.0,masculino,divorciado,236230.0,18.0,1881517.0,1833200.0,48317.0,5.0,1.0,86000.58,809000.0,48.0,4.0,fiduciaria,13.59
983444,optima,41.0,femenino,casado,56355.0,40.0,2778681.0,2774833.0,3848.0,2.0,0.0,1181844.37,639000.0,291.0,3.0,hipotecaria,7.14
656411,premier,36.0,femenino,soltero,83042.0,34.0,854863.0,845526.0,9337.0,4.0,4.0,,702000.0,90.0,5.0,fiduciaria,10.72
982917,optima,45.0,masculino,soltero,,0.0,226842.0,207795.0,19047.0,1.0,0.0,90569.48,266000.0,63.0,2.0,fiduciaria_prendas,7.86
798499,premier,41.0,masculino,soltero,97296.0,20.0,1111765.0,1087266.0,24499.0,3.0,3.0,247071.16,1141000.0,98.0,4.0,hipotecaria,7.4
313288,optima,57.0,femenino,divorciado,,90.0,1213491.0,1206639.0,6852.0,1.0,0.0,534077.57,178000.0,42.0,5.0,fiduciaria,13.54
170967,premier,44.0,masculino,casado,,3.0,2969613.0,2967065.0,2548.0,2.0,2.0,676812.57,351000.0,305.0,3.0,hipotecaria,6.75
751476,optima,41.0,masculino,casado,166838.0,11.0,257302.0,227206.0,30096.0,1.0,2.0,1232743.34,120000.0,65.0,3.0,fiduciaria_prendas,8.36
979307,optima,38.0,masculino,casado,25176.0,17.0,382219.0,371199.0,11020.0,1.0,1.0,496265.06,185000.0,56.0,3.0,fiduciaria_prendas,8.1
149796,optima,47.0,femenino,casado,54713.0,14.0,636972.0,511051.0,125921.0,2.0,2.0,,117000.0,48.0,4.0,fiduciaria,16.23
506118,optima,44.0,masculino,soltero,35007.0,128.0,1373733.0,1296512.0,77221.0,2.0,0.0,215476.7,314000.0,305.0,3.0,hipotecaria,7.11
577269,optima,32.0,masculino,soltero,92928.0,12.0,67005.0,48946.0,18059.0,2.0,3.0,93497.65,237000.0,17.0,2.0,fiduciaria,18.13
647641,optima,28.0,femenino,casado,86250.0,14.0,294082.0,267676.0,26406.0,5.0,1.0,383827.31,174000.0,62.0,6.0,fiduciaria,16.72
708678,privada,60.0,femenino,soltero,,11.0,7745903.0,1286650.0,6459253.0,1.0,3.0,569837.46,13000.0,115.0,2.0,autoliquidable,6.63
510742,optima,48.0,masculino,divorciado,122703.0,2.0,370913.0,291651.0,79262.0,2.0,0.0,452567.67,51000.0,45.0,5.0,fiduciaria,14.34
851943,privada,60.0,masculino,casado,132149.0,28.0,2298559.0,1938088.0,360471.0,7.0,0.6611912954663799,4559150.96,142000.0,16.0,2.0,autoliquidable,8.03
245700,optima,36.0,femenino,casado,47538.0,3.0,139318.0,127155.0,12163.0,2.0,0.0,,124000.0,43.0,2.0,fiduciaria_prendas,8.25
421685,premier,60.0,femenino,casado,103837.0,2.0,519506.0,469140.0,50366.0,5.0,0.0,32715.44,279000.0,60.0,4.0,fiduciaria,20.59
570934,optima,34.0,femenino,casado,34284.0,15.0,1295870.0,1283144.0,12726.0,2.0,1.0,17098086.16,1423000.0,332.0,4.0,hipotecaria,6.78
450247,optima,31.0,masculino,casado,287119.0,18.0,894624.0,882654.0,11970.0,3.0,0.0,943169.86,249000.0,48.0,5.0,fiduciaria,14.84
496084,premier,38.0,masculino,soltero,94121.0,35.0,1979278.0,1959165.0,20113.0,2.0,2.0,1159854.8,110000.0,62.0,4.0,fiduciaria,10.74
658567,premier,48.0,femenino,casado,81578.0,22.0,1016530.0,951916.0,64614.0,1.0,2.0,268238.99,95000.0,63.0,5.0,fiduciaria,12.05
719862,optima,47.0,femenino,soltero,39281.0,54.0,456742.0,441929.0,14813.0,1.0,0.0,84940.61,263000.0,209.0,3.0,fiduciaria_bienes_inmuebles,7.75
476872,optima,45.0,femenino,soltero,63836.0,17.0,757935.0,757453.0,482.0,3.0,1.0,1014087.49,715000.0,64.0,5.0,fiduciaria,13.25
458763,optima,40.0,masculino,casado,127398.0,3.0,816386.0,811781.0,4605.0,1.0,2.0,1361212.62,244000.0,75.0,3.0,fiduciaria_prendas,7.71
140361,optima,29.0,masculino,casado,155668.0,6.0,46656.0,44674.0,1982.0,3.0,1.0,154666.78,275000.0,53.0,4.0,fiduciaria,17.81
465605,privada,62.0,masculino,casado,77070.0,12.0,2316771.0,2072123.0,244648.0,1.0,8.0,255141.16,5000.0,25.0,3.0,autoliquidable,5.6
685345,optima,29.0,femenino,casado,25587.0,2.0,174627.0,149979.0,24648.0,3.0,3.0,375851.71,118000.0,91.0,4.0,fiduciaria,13.22
564915,optima,29.0,femenino,casado,27110.0,9.0,718797.0,678078.0,40719.0,2.0,1.0,808458.1,57000.0,52.0,4.0,fiduciaria,14.04
950364,premier,40.0,masculino,casado,,0.0,455956.0,438599.0,17357.0,3.0,1.0,2769603.6,710000.0,54.0,3.0,fiduciaria,14.14
553915,optima,49.0,femenino,casado,45463.0,13.0,419733.0,366996.0,52737.0,3.0,2.0,297040.94,125000.0,39.0,3.0,fiduciaria,15.11
638339,optima,31.0,masculino,soltero,77570.0,12.0,191388.0,183777.0,7611.0,2.0,1.0,619758.89,232000.0,42.0,3.0,fiduciaria,20.48
921799,optima,50.0,femenino,casado,156336.0,13.0,207634.0,160550.0,47084.0,3.0,0.0,,131000.0,55.0,3.0,fiduciaria,16.1
377815,premier,30.0,masculino,soltero,89910.0,4.0,302118.0,227402.0,74716.0,3.0,2.0,867238.7,204000.0,62.0,4.0,fiduciaria,11.9
274337,optima,42.0,masculino,soltero,35568.0,13.0,223799.0,208354.0,15445.0,2.0,0.07732567055755168,916464.79,106000.0,54.0,5.0,fiduciaria,16.54
176467,premier,46.0,femenino,soltero,94561.0,20.0,236473.0,63285.0,173188.0,1.0,1.0,270016.17,365000.0,54.0,3.0,fiduciaria,14.18
256800,optima,32.0,masculino,casado,83504.0,4.0,246438.0,244334.0,2104.0,1.0,0.0,,216000.0,45.0,4.0,fiduciaria,17.67
651437,optima,31.0,masculino,soltero,88698.0,4.0,70420.0,61591.0,8829.0,24184810.0,1.0,,179000.0,73.0,2.0,prendas,8.9
163346,optima,43.0,femenino,soltero,128604.0,3.0,102861.0,101994.0,867.0,4.0,1.0,354736.61,350000.0,49.0,3.0,fiduciaria,18.76
930300,optima,46.0,masculino,divorciado,266896.0,15.0,721489.0,671765.0,49724.0,2.0,0.0,528056.4,405000.0,57.0,4.0,fiduciaria,13.98
844290,premier,45.0,femenino,casado,97755.0,6.0,1046208.0,1043369.0,2839.0,2.0,1.0,,1563000.0,64.0,4.0,fiduciaria,11.36
962671,optima,40.0,femenino,casado,58420.0,4.0,73667.0,54860.0,18807.0,5.0,1.0,995874.48,117000.0,45.0,3.0,fiduciaria,20.55
474668,optima,46.0,femenino,soltero,,40.0,471296.0,466903.0,4393.0,3.0,2.0,368974.26,986000.0,463.0,4.0,hipotecaria,6.37
730625,optima,41.0,femenino,casado,458605.0,6.0,342238.0,308487.0,33751.0,2.0,1.0,2098973.92,64000.0,61.0,4.0,fiduciaria,18.88
743453,optima,46.0,femenino,casado,143121.0,0.0,123804.0,103388.0,20416.0,1.0,0.0,50016.44,292000.0,62.0,2.0,fiduciaria_prendas,10.27
865348,optima,50.0,femenino,casado,60168.0,16.0,187383.0,170078.0,17305.0,2.0,1.0,288021.31,343000.0,53.0,3.0,fiduciaria,16.95
944196,optima,46.0,masculino,casado,,3.0,285467.0,213156.0,72311.0,7.0,2.0,2421083.05,189000.0,71.0,5.0,fiduciaria,9.46
526255,premier,34.0,femenino,viudo,109017.0,21.0,603295.0,573964.0,29331.0,2.0,4.0,1100698.97,32000.0,58.0,5.0,fiduciaria,17.7
324865,optima,44.0,femenino,soltero,166291.0,3.0,311978.0,289454.0,22524.0,2.0,2.0,501644.59,120000.0,56.0,3.0,fiduciaria,16.16
588739,optima,52.0,femenino,soltero,85247.0,13.0,542349.0,541437.0,912.0,3.0,1.0,1236488.36,139000.0,48.0,5.0,fiduciaria,15.53
668952,optima,37.0,femenino,soltero,53234.0,16.0,125783.0,96732.0,29051.0,1.0,1.0,17394.87,217000.0,80.0,3.0,fiduciaria,14.29
413097,premier,49.0,femenino,soltero,112628.0,21.0,1169271.0,1127885.0,41386.0,3.0,4.0,160733.88,449000.0,120.0,4.0,hipotecaria,7.08
612324,optima,41.0,femenino,casado,41103.0,1.0,125536.0,106892.0,18644.0,1.0,0.0,707738.94,288000.0,44.0,1.0,fiduciaria_prendas,9.93
333202,optima,51.0,femenino,soltero,,8.0,134293.0,79389.0,54904.0,2.0,1.0,153974.19,147000.0,33.0,3.0,fiduciaria,16.09
818234,optima,50.0,masculino,casado,,28.0,602621.0,591529.0,11092.0,3.0,2.0,,206000.0,71.0,4.0,fiduciaria,11.55
490036,privada,54.0,masculino,casado,,49.0,3285111.0,1330329.0,1954782.0,1.0,5.0,567949.19,23000.0,10.0,2.0,autoliquidable,5.77
580496,optima,44.0,masculino,divorciado,79246.0,3.0,46417.0,45053.0,1364.0,1.0,2.0,269250.79,322000.0,43.0,3.0,fiduciaria,18.28
302912,optima,40.0,femenino,divorciado,,14.0,504862.0,502858.0,2004.0,2.0,2.0,34266.85,71000.0,54.0,3.0,fiduciaria,17.44
230890,optima,26.0,masculino,soltero,44761.0,11.0,82719.0,47678.0,35041.0,2.0,1.0,121146.9,276000.0,58.0,3.0,fiduciaria,12.47
130833,optima,64.0,masculino,casado,69522.0,4.0,573967.0,569300.0,4667.0,3.0,0.0,1559628.82,505000.0,43.0,4.0,fiduciaria,13.4
107955,premier,48.0,femenino,casado,112831.0,19.0,578665.0,350203.0,228462.0,2.0,1.0,280905.26,1065000.0,218.0,3.0,hipotecaria,7.64
351368,optima,40.0,femenino,casado,32057.0,23.0,970639.0,957726.0,12913.0,1.0,2.0,280712.57,162000.0,45.0,5.0,fiduciaria,11.82
428532,premier,62.0,femenino,divorciado,83287.0,9.0,1129884.0,247039.0,882845.0,5.0,4.0,256677.79,31000.0,18.0,2.0,autoliquidable,7.96
699884,optima,44.0,masculino,casado,48426.0,2.0,269304.0,264583.0,4721.0,2.0,1.0,237481.6,133000.0,45.0,4.0,fiduciaria,14.92
995616,optima,38.0,masculino,soltero,72316.0,3.0,746798.0,736102.0,10696.0,2.0,1.0,1969294.35,111000.0,55.0,5.0,fiduciaria,14.67
525714,optima,59.0,masculino,casado,111487.0,24.0,725583.0,580429.0,145154.0,9.0,2.0,179202.52,109000.0,10.0,4.0,autoliquidable,7.84
778288,privada,73.0,femenino,casado,,3.0,2668643.0,2507278.0,161365.0,1.0,7.0,503563.73,233000.0,27.0,3.0,autoliquidable,7.58
121962,premier,47.0,femenino,casado,,11.0,6483642.0,6106669.0,376973.0,2.0,1.0,995914.05,681000.0,357.0,2.0,hipotecaria,6.43
379037,optima,40.0,femenino,casado,64572.0,2.0,670616.0,667890.0,2726.0,3.0,2.0,60312.77,775000.0,399.0,3.0,hipotecaria,6.02
397802,optima,42.0,femenino,viudo,55820.0,32.0,1208771.0,1194127.0,14644.0,4.0,2.0,17831.14,329000.0,42.0,5.0,fiduciaria,15.59
667320,optima,68.0,femenino,divorciado,,50.0,659092.0,640280.0,18812.0,2.0,2.0,,207000.0,42.0,6.0,fiduciaria,14.82
202531,optima,47.0,femenino,casado,46697.0,2.0,433059.0,400443.0,32616.0,2.0,2.0,732931.65,106000.0,59.0,2.0,fiduciaria_prendas,8.13
279472,optima,57.0,femenino,casado,33673.0,8.0,52922.0,28326.0,24596.0,2.0,1.0,647587.96,114000.0,47.0,2.0,fiduciaria,17.6
395294,premier,39.0,masculino,casado,86450.0,9.0,38965.0,35604.0,3361.0,2.0,2.0,190534.5,519000.0,61.0,2.0,fiduciaria,15.17
236231,optima,63.0,masculino,soltero,30367.0,65.0,791225.0,784952.0,6273.0,3.0,2.0,1275575.02,200000.0,82.0,6.0,fiduciaria,10.21
454530,optima,36.0,femenino,casado,89006.0,13.0,107719.0,106529.0,1190.0,1.0,2.0,298164.93,91000.0,46.0,5.0,fiduciaria,18.61
141267,premier,54.0,femenino,soltero,113166.0,13.0,641202.0,614939.0,26263.0,3.0,3.0,617703.84,10000.0,52.0,5.0,fiduciaria,17.43
678552,premier,55.0,femenino,casado,104459.0,38.0,1014990.0,646546.0,368444.0,1.0,0.0,267590.84,405000.0,182.0,4.0,fiduciaria_bienes_inmuebles,8.05
134805,optima,44.0,masculino,casado,60380.0,2.0,711686.0,673061.0,38625.0,3.0,0.0,107113.24,48000.0,59.0,4.0,fiduciaria,16.82
100994,premier,40.0,femenino,casado,,13.0,540295.0,488813.0,51482.0,2.0,3.0,,270000.0,70.0,3.0,fiduciaria,9.87
967580,privada,40.0,masculino,casado,96710.0,3.0,2890191.0,1319096.0,1571095.0,2.0,2.0,118215.17,222000.0,161.0,2.0,hipotecaria,7.0
336581,optima,38.0,femenino,soltero,72915.0,7.0,227411.0,209072.0,18339.0,3.0,2.0,100683.24,313000.0,200.0,3.0,hipotecaria,7.94
261640,privada,36.0,femenino,divorciado,,28.0,1366897.0,620258.0,746639.0,2.0,3.0,3136149.32,949000.0,15.0,4.0,autoliquidable,9.29
708412,optima,44.0,femenino,soltero,36995.0,21.0,132898.0,55023.0,77875.0,3.0,1.0,174949.21,300000.0,48.0,4.0,fiduciaria,16.79
693184,optima,35.0,femenino,casado,28689.0,43.0,1372232.0,1363523.0,8709.0,3.0,1.0,331523.69,169000.0,62.0,5.0,fiduciaria,15.77
728238,optima,45.0,masculino,soltero,113973.0,23.0,139567.0,122091.0,17476.0,1.0,2.0,,34000.0,42.0,4.0,fiduciaria,18.3
455042,optima,44.0,femenino,divorciado,71146.0,25.0,35610.0,32913.0,2697.0,3.0,0.0,2885597.02,92000.0,66.0,3.0,fiduciaria,18.45
226760,premier,35.0,femenino,casado,92715.0,4.0,397650.0,379473.0,18177.0,5.0,1.0,343668.92,211000.0,40.0,4.0,fiduciaria,15.79
636873,optima,46.0,femenino,casado,102857.0,3.0,348147.0,343348.0,4799.0,5.0,1.0,,165000.0,69.0,5.0,fiduciaria,9.36
575111,optima,36.0,masculino,casado,,21.0,190810.0,166219.0,24591.0,2.0,1.0,250031.7,96000.0,67.0,4.0,fiduciaria,19.97
892855,optima,35.0,femenino,casado,51201.0,19.0,77827.0,65207.0,12620.0,2.0,2.0,91356.94,103000.0,44.0,3.0,fiduciaria,18.67
649801,premier,49.0,masculino,soltero,93512.0,4.0,122161.0,64132.0,58029.0,2.0,2.0,1076463.85,1602000.0,53.0,3.0,fiduciaria,13.65
586450,premier,49.0,femenino,casado,93450.0,8.0,164603.0,163775.0,828.0,4.0,1.0,1448772.22,280000.0,71.0,2.0,fiduciaria,12.81
151299,optima,47.0,femenino,casado,41327.0,63.0,1074827.0,1061133.0,13694.0,3.0,1.0,,579000.0,255.0,3.0,hipotecaria,7.2
838201,optima,63.0,masculino,casado,54682.0,7.0,605921.0,501835.0,104086.0,2.0,1.0,325724.05,122000.0,43.0,4.0,fiduciaria,16.56
821258,premier,38.0,masculino,casado,105334.0,16.0,187106.0,159491.0,27615.0,6.0,1.0,301760.03,279000.0,64.0,2.0,fiduciaria,13.74
234384,privada,44.0,femenino,casado,62854.0,11.0,5261907.0,3740260.0,1521647.0,2.0,5.0,400162.34,2696000.0,225.0,2.0,hipotecaria,6.93
464996,optima,39.0,masculino,soltero,37245.0,2.0,205125.0,158176.0,46949.0,4.0,2.0,347075.94,87000.0,42.0,4.0,fiduciaria,15.85
915303,privada,61.0,masculino,soltero,68441.0,23.0,3100851.0,442463.0,2658388.0,5.0,4.0,66856.57,16000.0,13.0,3.0,autoliquidable,5.87
268151,optima,38.0,femenino,casado,48153.0,2.0,344619.0,340782.0,3837.0,5.0,1.0,88611.5,539000.0,75.0,4.0,fiduciaria,13.98
958058,premier,49.0,masculino,divorciado,95083.0,5.0,851939.0,122403.0,729536.0,4.0,4.0,413940.79,9000.0,41.0,2.0,autoliquidable,8.43
244004,optima,35.0,masculino,casado,64225.0,18.0,81708.0,43306.0,38402.0,2.0,1.0,24274.56,360000.0,71.0,3.0,fiduciaria,14.26
346149,optima,42.0,masculino,divorciado,27912.0,5.0,457335.0,428320.0,29015.0,2.0,0.0,900695.88,255000.0,49.0,3.0,fiduciaria_prendas,8.0
150750,optima,59.0,masculino,casado,,11.0,125374.0,114488.0,10886.0,2.0,0.0,480767.42,96000.0,67.0,3.0,fiduciaria_prendas,8.57
848056,optima,39.0,masculino,casado,,12.0,591300.0,531422.0,59878.0,2.0,2.0,1937890.05,94000.0,58.0,4.0,fiduciaria,14.82
253959,premier,43.0,femenino,soltero,,107.0,2764346.0,2622897.0,141449.0,3.0,3.0,32213.91,333000.0,188.0,3.0,hipotecaria,6.73
193261,optima,31.0,femenino,casado,146484.0,0.0,817974.0,803255.0,14719.0,3.0,2.0,149948.8,188000.0,47.0,5.0,fiduciaria,15.48
203411,optima,61.0,masculino,soltero,29430.0,4.0,87891.0,83436.0,4455.0,2.0,1.0,1040244.0,561000.0,46.0,3.0,fiduciaria,11.51
765427,optima,38.0,masculino,casado,84342.0,3.0,324972.0,323525.0,1447.0,2.0,0.0,388806.88,35000.0,51.0,4.0,fiduciaria,23.4
430036,optima,62.0,femenino,casado,235004.0,24.0,574612.0,562100.0,12512.0,4.0,2.0,34060.39,315000.0,39.0,4.0,fiduciaria_prendas,8.98
560373,optima,38.0,femenino,soltero,,5.0,468079.0,387828.0,80251.0,1.0,1.0,822552.86,132000.0,66.0,4.0,fiduciaria,15.59
821475,premier,41.0,masculino,soltero,,1.0,46134.0,16785.0,29349.0,4.0,2.0,1183946.91,156000.0,44.0,4.0,fiduciaria,15.24
550212,optima,34.0,femenino,soltero,147894.0,22.0,192807.0,129906.0,62901.0,2.0,1.0,79452.23,140000.0,48.0,3.0,fiduciaria,17.33
332215,premier,69.0,masculino,soltero,91336.0,93.0,3117021.0,2734301.0,382720.0,3.0,1.0,31174.12,102000.0,187.0,3.0,hipotecaria,9.92
515186,optima,41.0,femenino,divorciado,27229.0,6.0,54078.0,45092.0,8986.0,3.0,2.0,508424.76,307000.0,51.0,2.0,fiduciaria,18.5
275453,optima,41.0,masculino,casado,25027.0,15.0,761019.0,746279.0,14740.0,1.0,0.0,41852.47,259000.0,71.0,3.0,fiduciaria_prendas,7.71
131091,optima,65.0,femenino,soltero,36630.0,2.0,377022.0,367455.0,9567.0,2.0,0.0,897072.55,283000.0,68.0,3.0,fiduciaria,13.76
732563,optima,35.0,masculino,soltero,,1.0,1416903.0,1383405.0,33498.0,4.0,1.0,1511281.42,557000.0,58.0,4.0,fiduciaria,13.87
877688,optima,44.0,masculino,casado,,7.0,575638.0,561041.0,14597.0,1.0,2.0,1299678.19,231000.0,61.0,4.0,fiduciaria,13.21
362091,optima,27.0,masculino,divorciado,179366.0,23.0,532828.0,469084.0,63744.0,5.0,2.0,,239000.0,40.0,5.0,fiduciaria,16.86
235261,optima,41.0,femenino,casado,92691.0,3.0,291284.0,206057.0,85227.0,1.0,3.0,18285.73,81000.0,57.0,3.0,autoliquidable,8.39
782401,privada,42.0,masculino,casado,52463.0,18.0,6547505.0,3217631.0,3329874.0,3.0,2.0,1580752.82,591000.0,18.0,2.0,autoliquidable,8.57
855729,optima,34.0,masculino,divorciado,37211.0,10.0,176282.0,151851.0,24431.0,2.0,1.0,,366000.0,61.0,3.0,fiduciaria,14.63
243602,optima,53.0,masculino,casado,48254.0,16.0,1048911.0,1045815.0,3096.0,1.0,0.0,6208.56,765000.0,235.0,3.0,fiduciaria_bienes_inmuebles,6.52
407923,premier,36.0,femenino,casado,,31.0,930436.0,901598.0,28838.0,2.0,5.0,841631.44,1336000.0,209.0,5.0,hipotecaria,6.53
133569,optima,44.0,masculino,casado,163932.0,54.0,212086.0,101067.0,111019.0,3.0,1.0,5002.83,401000.0,76.0,6.0,fiduciaria,9.65
863195,optima,42.0,femenino,casado,43732.0,13.0,348421.0,340180.0,8241.0,3.0,2.0,1669288.86,103000.0,48.0,4.0,fiduciaria,15.84
770693,premier,57.0,masculino,soltero,112553.0,224.0,1005353.0,427353.0,578000.0,3.0,0.0,426293.45,745000.0,225.0,3.0,hipotecaria,7.91
864420,premier,62.0,femenino,casado,105104.0,5.0,1763882.0,1713512.0,50370.0,3.0,2.0,2036017.25,150000.0,40.0,4.0,fiduciaria,9.5
403873,premier,73.0,masculino,divorciado,105158.0,2.0,790512.0,526300.0,264212.0,2.0,3.0,473837.28,1089000.0,291.0,2.0,hipotecaria,10.12
539626,optima,33.0,masculino,casado,144986.0,45.0,277855.0,233359.0,44496.0,5.0,2.0,423751.75,153000.0,69.0,6.0,fiduciaria,9.65
842069,optima,47.0,masculino,casado,253930.0,1.0,85313.0,82160.0,3153.0,2.0,0.0,396403.2,79000.0,35.0,3.0,fiduciaria,18.55
930456,optima,45.0,masculino,divorciado,27047.0,1.0,557066.0,517586.0,39480.0,2.0,0.0,,254000.0,64.0,3.0,fiduciaria_prendas,7.94
588703,optima,35.0,masculino,casado,,17.0,185897.0,182921.0,2976.0,1.0,0.0,1025488.4,226000.0,41.0,4.0,fiduciaria,21.12
529585,optima,27.0,femenino,viudo,100617.0,16.0,87154.0,45720.0,41434.0,2.0,0.0,155023.79,409000.0,78.0,3.0,fiduciaria_prendas,10.91
164729,optima,26.0,femenino,divorciado,,3.0,46989.0,41303.0,5686.0,2.0,0.0,107471.85,730000.0,49.0,2.0,fiduciaria,16.77
700817,premier,42.0,masculino,casado,82496.0,11.0,1715672.0,1690625.0,25047.0,6.0,1.0,,545000.0,57.0,4.0,fiduciaria,12.19
294038,optima,35.0,femenino,casado,121805.0,78.0,969662.0,957486.0,12176.0,2.0,2.0,1605411.19,440000.0,66.0,6.0,fiduciaria,12.45
527174,optima,46.0,masculino,soltero,,21.0,410136.0,377626.0,32510.0,1.0,1.0,1084916.23,405000.0,56.0,3.0,fiduciaria_prendas,8.27
310936,optima,44.0,femenino,casado,251101.0,11.0,164390.0,161155.0,3235.0,2.0,1.0,541267.54,105000.0,53.0,3.0,fiduciaria,16.59
478042,privada,40.0,femenino,soltero,68892.0,2.0,4932113.0,1186002.0,3746111.0,8.0,5.0,193365.13,740000.0,14.0,2.0,autoliquidable,8.96
533721,optima,55.0,femenino,divorciado,50093.0,22.0,399528.0,398048.0,1480.0,2.0,1.0,,213000.0,38.0,4.0,fiduciaria,14.17
417341,optima,41.0,masculino,divorciado,60115.0,14.0,193541.0,134342.0,59199.0,1.0,0.0,199699.49,213000.0,56.0,1.0,fiduciaria_prendas,8.68
709797,optima,45.0,femenino,viudo,28951.0,62.0,311972.0,305100.0,6872.0,3.0,1.0,95531.58,454000.0,208.0,4.0,hipotecaria,7.85
149878,optima,44.0,femenino,casado,31183.0,18.0,764826.0,736799.0,28027.0,2.0,1.0,249212.8,99000.0,56.0,4.0,fiduciaria,18.81
527727,optima,41.0,femenino,soltero,194617.0,39.0,268354.0,250790.0,17564.0,1.0,0.0,308108.91,482000.0,32.0,5.0,fiduciaria,13.8
192297,optima,34.0,masculino,soltero,55687.0,1.0,165287.0,93481.0,71806.0,1.0,1.0,587634.68,146000.0,36.0,3.0,fiduciaria,14.51
861709,optima,40.0,femenino,soltero,25042.0,17.0,187622.0,155031.0,32591.0,1.0,1.0,2103093.67,229000.0,62.0,2.0,fiduciaria_prendas,8.47
669516,premier,42.0,femenino,casado,100909.0,0.0,1708411.0,1658361.0,50050.0,3.0,3.0,433533.74,526000.0,47.0,5.0,fiduciaria,9.72
872512,optima,46.0,femenino,casado,53142.0,21.0,666606.0,643176.0,23430.0,1.0,0.0,1675468.02,215000.0,64.0,2.0,fiduciaria_prendas,8.22
765993,optima,32.0,femenino,casado,167641.0,30.0,177835.0,99350.0,78485.0,3.0,3.0,341909.32,35000.0,53.0,3.0,fiduciaria,18.25
401907,optima,53.0,femenino,casado,201749.0,2.0,349697.0,282612.0,67085.0,4.0,1.0,717216.72,116000.0,55.0,4.0,fiduciaria,14.78
201137,optima,48.0,masculino,viudo,27093.0,1.0,212003.0,187897.0,24106.0,2.0,0.0,545053.24,147000.0,62.0,3.0,fiduciaria_prendas,8.11
